"id","groupId","resourceType","resourceId","archived"
"27848237","20938824","3","6143802","1"
"27866503","21228451","3","8379366","1"
"27867012","21228421","3","8379366","1"
"27869727","21193236","3","6149351","1"
"27872056","21154243","3","8368773","1"
"27874839","21086936","3","8359373","1"
"27893057","21160761","3","7789835","1"
"27897401","21148963","3","6151279","1"
"27897504","21054297","3","6141513","1"
"27901794","20911086","3","8335916","1"
"27901934","20246011","3","6144096","1"
"27902423","20362537","3","8159701","1"
"27902658","20533149","3","6146690","1"
"27902841","20609131","3","6142809","1"
"27944642","21261794","3","6145723","1"
"27954612","21154963","3","8363941","1"
"27954620","21138396","3","6150402","1"
"27955611","21155005","3","8363941","1"
"27960951","21258310","3","7807772","1"
"27971722","21268023","3","6143969","1"
"27978608","21108653","3","6150248","1"
"27984672","21029115","3","8146838","1"
"28008000","21230085","3","8243990","1"
"28031936","21381640","3","8377225","1"
"28033133","21210471","3","6144425","1"
"28035912","20577708","3","8274190","1"
"28035915","21164522","3","8196489","1"
"28035916","21078907","3","6148124","1"
"28040493","20890286","3","8333737","1"
"28041301","20482039","3","8255467","1"
"28041992","21022797","3","8352334","1"
"28042046","20783326","3","7792376","1"
"28042048","20783344","3","7792376","1"
"28042049","20783374","3","7792376","1"
"28084390","21270925","3","7790732","1"
"28088618","19034370","3","8013313","1"
"28091614","20822961","3","6147352","1"
"28092341","21162534","3","6149312","1"
"28115179","21437319","3","6145630","1"
"28116003","21253763","3","8382225","1"
"28116008","21395776","3","7789799","1"
"28127366","20872618","3","6150304","1"
"28149843","21437286","3","6145630","1"
"28169169","21347772","3","8386848","1"
"28169320","21450140","3","6147915","1"
"28172148","21408497","3","7778387","1"
"28173502","20837401","3","8327287","1"
"28174039","21310847","3","8388893","1"
"28211474","21468993","3","8405909","1"
"28214201","20888880","3","8063874","1"
"28215609","21090189","3","8359764","1"
"28225975","20949845","3","8339998","1"
"28248992","19540825","3","8106153","1"
"28269093","21320315","3","8389956","1"
"28284388","21572827","3","8343929","1"
"28284523","21473764","3","8408104","1"
"28286504","21486290","3","8401179","1"
"28288134","21344388","3","6142105","1"
"28293373","21473041","3","6142801","1"
"28293733","21454545","3","8404572","1"
